country-year,country,year,suicides_no,population,suicides/100k pop,year_gdp,gdp_per_capita
Switzerland2007,Switzerland,2007,1360,7183595,255.81,480000000000.0,66800.0
Switzerland2008,Switzerland,2008,1314,7274875,237.51,554000000000.0,76200.0
Switzerland2009,Switzerland,2009,1105,7364558,180.12999999999997,542000000000.0,73500.0
Switzerland2010,Switzerland,2010,1006,7439147,160.52000000000004,584000000000.0,78500.0
Switzerland2011,Switzerland,2011,1034,7518040,168.21999999999997,700000000000.0,93100.0
Switzerland2012,Switzerland,2012,1038,7595591,165.38999999999996,668000000000.0,88000.0
Switzerland2013,Switzerland,2013,1071,7681318,170.26000000000002,689000000000.0,89600.0
Switzerland2014,Switzerland,2014,1032,7809621,162.10000000000002,709000000000.0,90800.0
Switzerland2015,Switzerland,2015,1073,7892502,164.66,679000000000.0,86100.0
Thailand1985,Thailand,1985,2982,46303443,82.54,38900000000.0,840.0
Thailand1986,Thailand,1986,2798,47331465,71.91000000000001,43100000000.0,911.0
Thailand1987,Thailand,1987,3035,48376410,81.82,50500000000.0,1045.0
Thailand1990,Thailand,1990,3753,51228668,95.91999999999999,85300000000.0,1666.0
Thailand1991,Thailand,1991,3559,51947693,86.46,98200000000.0,1891.0
Thailand1992,Thailand,1992,3550,52570440,83.1,111000000000.0,2120.0
Thailand1994,Thailand,1994,2307,52691000,56.27000000000001,147000000000.0,2780.0
Thailand1995,Thailand,1995,4245,54366057,93.52000000000001,169000000000.0,3110.0
Thailand1996,Thailand,1996,4443,55070703,93.05,183000000000.0,3320.0
Thailand1997,Thailand,1997,4150,55859088,86.37,150000000000.0,2690.0
Thailand1998,Thailand,1998,4963,56691783,99.55999999999999,114000000000.0,2010.0
Thailand1999,Thailand,1999,5276,57507860,109.03,127000000000.0,2200.0
Thailand2000,Thailand,2000,5182,58262135,106.10000000000001,126000000000.0,2170.0
Thailand2002,Thailand,2002,4902,58263389,103.11999999999999,134000000000.0,2310.0
Thailand2003,Thailand,2003,4484,60158951,91.16,152000000000.0,2530.0
Thailand2004,Thailand,2004,4296,60686373,86.06,173000000000.0,2850.0
Thailand2005,Thailand,2005,3937,61182665,77.99,189000000000.0,3090.0
Thailand2006,Thailand,2006,3608,61636512,69.04000000000002,222000000000.0,3600.0
Thailand2007,Thailand,2007,3754,58941621,79.14000000000001,263000000000.0,4460.0
Thailand2008,Thailand,2008,3778,59216773,78.17999999999999,291000000000.0,4920.0
Thailand2009,Thailand,2009,3787,59483718,78.56,282000000000.0,4740.0
Thailand2010,Thailand,2010,3761,59769764,80.49999999999999,341000000000.0,5710.0
Thailand2011,Thailand,2011,3873,60261832,77.59000000000002,371000000000.0,6150.0
Thailand2012,Thailand,2012,3985,60382255,80.68999999999997,398000000000.0,6580.0
Thailand2013,Thailand,2013,3961,60766487,79.56000000000002,420000000000.0,6920.0
Thailand2014,Thailand,2014,3952,61139919,76.96000000000001,407000000000.0,6660.0
Thailand2015,Thailand,2015,4205,61261276,81.15000000000002,401000000000.0,6550.0
Thailand2016,Thailand,2016,4117,53442001,77.32,412000000000.0,6710.0
Trinidad and Tobago1985,Trinidad and Tobago,1985,29,1008000,30.17,7380000000.0,7317.0
Trinidad and Tobago1986,Trinidad and Tobago,1986,104,1061600,123.13,4790000000.0,4516.0
Trinidad and Tobago1987,Trinidad and Tobago,1987,119,1078300,155.54000000000002,4800000000.0,4449.0
Trinidad and Tobago1988,Trinidad and Tobago,1988,164,1095600,228.74999999999997,4500000000.0,4104.0
Trinidad and Tobago1989,Trinidad and Tobago,1989,173,1070000,198.16,4320000000.0,4040.0
Trinidad and Tobago1990,Trinidad and Tobago,1990,170,1088500,186.38000000000005,5070000000.0,4656.0
Trinidad and Tobago1991,Trinidad and Tobago,1991,148,1102000,153.53999999999996,5310000000.0,4817.0
Trinidad and Tobago1992,Trinidad and Tobago,1992,163,1132600,194.39000000000001,5440000000.0,4803.0
Trinidad and Tobago1993,Trinidad and Tobago,1993,174,1148300,161.52999999999997,4670000000.0,4066.0
Trinidad and Tobago1994,Trinidad and Tobago,1994,148,1162900,159.4,4950000000.0,4254.0
Trinidad and Tobago1995,Trinidad and Tobago,1995,184,1149173,242.93,5330000000.0,4637.0
Trinidad and Tobago1996,Trinidad and Tobago,1996,146,1156185,196.35999999999999,5760000000.0,4982.0
Trinidad and Tobago1997,Trinidad and Tobago,1997,160,1162267,189.39000000000001,5740000000.0,4937.0
Trinidad and Tobago1998,Trinidad and Tobago,1998,171,1167924,196.04000000000002,6040000000.0,5175.0
Trinidad and Tobago1999,Trinidad and Tobago,1999,139,1173276,145.32,6810000000.0,5803.0
Trinidad and Tobago2000,Trinidad and Tobago,2000,166,1178363,198.31999999999996,8150000000.0,6920.0
Trinidad and Tobago2001,Trinidad and Tobago,2001,179,1183354,205.32999999999998,8820000000.0,7458.0
Trinidad and Tobago2002,Trinidad and Tobago,2002,156,1188800,159.01,9010000000.0,7578.0
Trinidad and Tobago2003,Trinidad and Tobago,2003,144,1194458,158.24999999999997,11300000000.0,9465.0
Trinidad and Tobago2004,Trinidad and Tobago,2004,168,1200116,188.28000000000003,13300000000.0,11066.0
Trinidad and Tobago2005,Trinidad and Tobago,2005,136,1205471,144.14000000000001,16000000000.0,13258.0
Trinidad and Tobago2006,Trinidad and Tobago,2006,141,1209301,133.89000000000001,18400000000.0,15190.0
Trinidad and Tobago2007,Trinidad and Tobago,2007,131,1213988,143.58,21600000000.0,17827.0
Trinidad and Tobago2008,Trinidad and Tobago,2008,199,1219336,178.25,27900000000.0,22857.0
Trinidad and Tobago2009,Trinidad and Tobago,2009,128,1225097,120.24000000000001,19200000000.0,15652.0
Trinidad and Tobago2010,Trinidad and Tobago,2010,160,1231002,150.50000000000003,22200000000.0,18000.0
Trinidad and Tobago2011,Trinidad and Tobago,2011,139,1237186,138.69000000000003,25400000000.0,20557.0
Turkey2009,Turkey,2009,1050,65962419,21.29,645000000000.0,9770.0
Turkey2010,Turkey,2010,1524,66975131,31.69,772000000000.0,11500.0
Turkey2011,Turkey,2011,1148,68034357,23.07,833000000000.0,12200.0
Turkey2012,Turkey,2012,1450,68976439,28.4,874000000000.0,12700.0
Turkey2013,Turkey,2013,1810,69880352,35.42,951000000000.0,13600.0
Turkey2014,Turkey,2014,1617,70931420,30.830000000000005,934000000000.0,13200.0
Turkey2015,Turkey,2015,1532,71880464,28.470000000000002,860000000000.0,12000.0
Turkmenistan1987,Turkmenistan,1987,272,2859100,173.60999999999999,2330000000.0,815.0
Turkmenistan1988,Turkmenistan,1988,270,2926300,162.45,3010000000.0,1029.0
Turkmenistan1989,Turkmenistan,1989,253,2999000,135.33000000000004,3010000000.0,1003.0
Turkmenistan1990,Turkmenistan,1990,298,3079800,172.01,3190000000.0,1036.0
Turkmenistan1991,Turkmenistan,1991,273,3162500,126.94000000000001,3210000000.0,1014.0
Turkmenistan1992,Turkmenistan,1992,271,3252900,111.85,3200000000.0,984.0
Turkmenistan1993,Turkmenistan,1993,240,3331100,115.42999999999999,3180000000.0,954.0
Turkmenistan1994,Turkmenistan,1994,234,3423100,116.91999999999999,2560000000.0,748.0
Turkmenistan1995,Turkmenistan,1995,244,3818200,90.44000000000001,2480000000.0,650.0
Turkmenistan1996,Turkmenistan,1996,283,3913000,103.64000000000001,2380000000.0,608.0
Turkmenistan1997,Turkmenistan,1997,333,4006400,100.97,2450000000.0,612.0
Turkmenistan1998,Turkmenistan,1998,405,4099200,136.50000000000003,2610000000.0,636.0
Turkmenistan1999,Turkmenistan,1999,442,3958754,145.06,2450000000.0,619.0
Turkmenistan2000,Turkmenistan,2000,383,4026478,112.13,2900000000.0,721.0
Turkmenistan2001,Turkmenistan,2001,445,4095981,133.46,3530000000.0,863.0
Turkmenistan2002,Turkmenistan,2002,416,4143692,115.43,4460000000.0,1077.0
Turkmenistan2003,Turkmenistan,2003,377,4177740,107.02000000000002,5980000000.0,1431.0
Turkmenistan2004,Turkmenistan,2004,392,4211000,112.79999999999998,6840000000.0,1624.0
Turkmenistan2005,Turkmenistan,2005,468,4252530,134.19000000000003,8100000000.0,1906.0
Turkmenistan2006,Turkmenistan,2006,506,4287650,143.84,10300000000.0,2397.0
Turkmenistan2007,Turkmenistan,2007,354,4342657,96.69000000000001,12700000000.0,2916.0
Turkmenistan2008,Turkmenistan,2008,484,4412135,117.58000000000001,19300000000.0,4368.0
Turkmenistan2009,Turkmenistan,2009,165,4484467,42.54,20200000000.0,4508.0
Turkmenistan2010,Turkmenistan,2010,178,4551185,45.74999999999999,22600000000.0,4962.0
Turkmenistan2011,Turkmenistan,2011,130,4626095,31.630000000000006,29200000000.0,6319.0
Turkmenistan2012,Turkmenistan,2012,138,4690058,30.6,35200000000.0,7498.0
Turkmenistan2013,Turkmenistan,2013,101,4748055,23.289999999999996,39200000000.0,8255.0
Turkmenistan2014,Turkmenistan,2014,136,4811227,28.15,43500000000.0,9046.0
Turkmenistan2015,Turkmenistan,2015,133,4886514,28.480000000000008,35800000000.0,7326.0
Ukraine1987,Ukraine,1987,10050,47374200,294.03999999999996,64100000000.0,1353.0
Ukraine1988,Ukraine,1988,9751,47549900,286.72,74700000000.0,1571.0
Ukraine1989,Ukraine,1989,10887,47761700,316.32,82700000000.0,1732.0
Ukraine1990,Ukraine,1990,10645,47971600,296.70000000000005,81500000000.0,1698.0
Ukraine1991,Ukraine,1991,10700,48200600,297.91,77500000000.0,1607.0
Ukraine1992,Ukraine,1992,11666,48487300,322.49000000000007,73900000000.0,1525.0
Ukraine1993,Ukraine,1993,12469,48680500,352.11,65600000000.0,1349.0
Ukraine1994,Ukraine,1994,13826,48619000,384.29,52500000000.0,1081.0
Ukraine1995,Ukraine,1995,14541,48415300,396.66999999999996,48200000000.0,996.0
Ukraine1996,Ukraine,1996,15160,48174500,403.41999999999996,44600000000.0,925.0
Ukraine1997,Ukraine,1997,14903,47923000,395.67,50200000000.0,1046.0
Ukraine1998,Ukraine,1998,14789,47675400,390.15,41900000000.0,879.0
Ukraine1999,Ukraine,1999,14363,47415400,376.06,31600000000.0,666.0
Ukraine2000,Ukraine,2000,14467,47125400,377.19000000000005,31300000000.0,663.0
Ukraine2001,Ukraine,2001,13131,46805969,348.14,38000000000.0,812.0
Ukraine2002,Ukraine,2002,12536,46060017,344.04999999999995,42400000000.0,920.0
Ukraine2003,Ukraine,2003,12313,45697383,337.0700000000001,50100000000.0,1097.0
Ukraine2004,Ukraine,2004,11256,45322826,307.05,64900000000.0,1432.0
Ukraine2005,Ukraine,2005,10621,44939270,297.18,86100000000.0,1917.0
Ukraine2006,Ukraine,2006,10013,44560034,282.78999999999996,108000000000.0,2420.0
Ukraine2007,Ukraine,2007,10032,44198672,281.12,143000000000.0,3230.0
Ukraine2008,Ukraine,2008,9454,43856123,274.5,180000000000.0,4100.0
Ukraine2009,Ukraine,2009,9715,43557944,279.25999999999993,117000000000.0,2690.0
Ukraine2010,Ukraine,2010,9089,43296809,263.07000000000005,136000000000.0,3140.0
Ukraine2011,Ukraine,2011,8973,43074791,263.99999999999994,163000000000.0,3790.0
Ukraine2012,Ukraine,2012,9058,42915935,268.4700000000001,176000000000.0,4100.0
Ukraine2014,Ukraine,2014,7968,40464165,250.5,134000000000.0,3300.0
Ukraine2015,Ukraine,2015,7574,40345446,244.72,91000000000.0,2256.0
United Arab Emirates2005,United Arab Emirates,2005,96,4280433,16.05,181000000000.0,42200.0
United Arab Emirates2006,United Arab Emirates,2006,90,4923879,16.55,222000000000.0,45100.0
United Arab Emirates2007,United Arab Emirates,2007,101,5695389,15.99,258000000000.0,45300.0
United Arab Emirates2008,United Arab Emirates,2008,100,6510358,11.86,315000000000.0,48500.0
United Arab Emirates2009,United Arab Emirates,2009,124,7252480,11.730000000000002,254000000000.0,35000.0
United Arab Emirates2010,United Arab Emirates,2010,111,7839736,22.71,290000000000.0,37000.0
United Kingdom1985,United Kingdom,1985,5105,53006535,116.45,489000000000.0,9230.0
United Kingdom1986,United Kingdom,1986,4839,53119533,112.01,601000000000.0,11300.0
United Kingdom1987,United Kingdom,1987,4594,53239668,103.81,745000000000.0,14000.0
United Kingdom1988,United Kingdom,1988,4971,53310780,114.55,910000000000.0,17100.0
United Kingdom1989,United Kingdom,1989,4361,53425129,99.19000000000001,927000000000.0,17300.0
United Kingdom1990,United Kingdom,1990,4643,53557854,103.34000000000002,1090000000000.0,20400.0
United Kingdom1991,United Kingdom,1991,4547,53903427,98.80000000000001,1140000000000.0,21200.0
United Kingdom1992,United Kingdom,1992,4628,54076358,98.75,1180000000000.0,21800.0
United Kingdom1993,United Kingdom,1993,4462,54283982,96.85,1060000000000.0,19600.0
United Kingdom1994,United Kingdom,1994,4380,54497293,94.76000000000002,1140000000000.0,20900.0
United Kingdom1995,United Kingdom,1995,4315,54746964,92.34,1340000000000.0,24400.0
United Kingdom1996,United Kingdom,1996,4165,55012207,88.32000000000001,1410000000000.0,25600.0
United Kingdom1997,United Kingdom,1997,4143,55266635,88.77999999999999,1550000000000.0,28100.0
United Kingdom1998,United Kingdom,1998,4389,55527379,90.76,1640000000000.0,29500.0
United Kingdom1999,United Kingdom,1999,4448,55833339,92.44000000000001,1670000000000.0,29800.0
United Kingdom2000,United Kingdom,2000,4290,56133909,87.33,1650000000000.0,29400.0
United Kingdom2001,United Kingdom,2001,4128,55571993,85.14,1620000000000.0,29200.0
United Kingdom2002,United Kingdom,2002,4117,55908944,82.71,1770000000000.0,31600.0
United Kingdom2003,United Kingdom,2003,3979,56171771,80.14999999999999,2040000000000.0,36300.0
United Kingdom2004,United Kingdom,2004,4183,56455011,82.72,2400000000000.0,42500.0
United Kingdom2005,United Kingdom,2005,4047,56809024,79.15999999999998,2520000000000.0,44400.0
United Kingdom2006,United Kingdom,2006,4122,57091129,78.17,2690000000000.0,47200.0
United Kingdom2007,United Kingdom,2007,3897,57382757,74.92,3070000000000.0,53600.0
United Kingdom2008,United Kingdom,2008,4259,57683372,80.71000000000001,2890000000000.0,50100.0
United Kingdom2009,United Kingdom,2009,4246,58013559,78.00000000000001,2380000000000.0,41100.0
United Kingdom2010,United Kingdom,2010,4188,58403529,77.41000000000001,2440000000000.0,41800.0
United Kingdom2011,United Kingdom,2011,4393,58881852,78.28999999999999,2620000000000.0,44500.0
United Kingdom2012,United Kingdom,2012,4444,59708630,79.47,2660000000000.0,44600.0
United Kingdom2013,United Kingdom,2013,4824,60091793,84.91999999999999,2740000000000.0,45600.0
United Kingdom2014,United Kingdom,2014,4788,60570482,83.92999999999999,3020000000000.0,49900.0
United Kingdom2015,United Kingdom,2015,4910,61082942,86.74,2890000000000.0,47200.0
United States1985,United States,1985,29446,220723000,184.72000000000006,4350000000000.0,19700.0
United States1986,United States,1986,30892,222953000,191.65000000000003,4590000000000.0,20600.0
United States1987,United States,1987,30783,225148000,191.65999999999997,4870000000000.0,21600.0
United States1988,United States,1988,30388,227353000,187.71000000000004,5250000000000.0,23100.0
United States1989,United States,1989,30218,229487000,182.44,5660000000000.0,24700.0
United States1990,United States,1990,30895,229952200,187.80000000000004,5980000000000.0,26000.0
United States1991,United States,1991,30790,232955000,183.76999999999998,6170000000000.0,26500.0
United States1992,United States,1992,30471,235565600,177.77,6540000000000.0,27800.0
United States1993,United States,1993,31084,238092300,179.11999999999998,6880000000000.0,28900.0
United States1994,United States,1994,31123,240614100,176.03000000000003,7310000000000.0,30400.0
United States1995,United States,1995,31272,243164200,173.09000000000003,7660000000000.0,31500.0
United States1996,United States,1996,30879,245997800,166.44999999999996,8100000000000.0,32900.0
United States1997,United States,1997,30517,248486400,161.95999999999998,8610000000000.0,34600.0
United States1998,United States,1998,30558,251332500,160.50999999999996,9090000000000.0,36200.0
United States1999,United States,1999,29183,253748671,150.77000000000004,9660000000000.0,38100.0
United States2000,United States,2000,29343,262246108,146.57999999999998,10300000000000.0,39200.0
United States2001,United States,2001,30607,265427546,148.21999999999997,10600000000000.0,40000.0
United States2002,United States,2002,31645,268759559,150.01999999999998,11000000000000.0,40800.0
United States2003,United States,2003,31477,271041510,145.64,11500000000000.0,42500.0
United States2004,United States,2004,32428,273584136,146.90000000000003,12300000000000.0,44900.0
United States2005,United States,2005,32629,276106680,146.68,13100000000000.0,47400.0
United States2006,United States,2006,33292,278980848,145.13000000000002,13900000000000.0,49700.0
United States2007,United States,2007,34596,280658606,149.12,14500000000000.0,51600.0
United States2008,United States,2008,36030,282355565,153.24,14700000000000.0,52100.0
United States2009,United States,2009,36900,285162662,154.19,14400000000000.0,50600.0
United States2010,United States,2010,38362,287839149,158.89000000000001,15000000000000.0,52000.0
United States2011,United States,2011,39508,290313825,162.35999999999999,15500000000000.0,53500.0
United States2012,United States,2012,40596,292827128,165.14,16200000000000.0,55200.0
United States2013,United States,2013,41143,295322862,166.67,16700000000000.0,56500.0
United States2014,United States,2014,42769,297749735,171.33000000000004,17400000000000.0,58500.0
United States2015,United States,2015,44189,300078511,175.40999999999997,18100000000000.0,60400.0
Uruguay1985,Uruguay,1985,287,2737400,178.61000000000004,4730000000.0,1729.0
Uruguay1986,Uruguay,1986,262,2757600,172.46999999999997,5880000000.0,2132.0
Uruguay1987,Uruguay,1987,258,2778900,164.43,7370000000.0,2651.0
Uruguay1988,Uruguay,1988,268,2799600,164.46,8210000000.0,2934.0
Uruguay1989,Uruguay,1989,344,2820700,196.45999999999998,8440000000.0,2992.0
Uruguay1990,Uruguay,1990,315,2834000,180.67,9300000000.0,3281.0
Uruguay1993,Uruguay,1993,418,2896228,223.02,15000000000.0,5180.0
Uruguay1994,Uruguay,1994,406,2920296,214.0,17500000000.0,5984.0
Uruguay1995,Uruguay,1995,427,2943816,237.94,19300000000.0,6555.0
Uruguay1996,Uruguay,1996,393,2967278,187.92999999999998,20500000000.0,6914.0
Uruguay1997,Uruguay,1997,456,2991662,233.91,24000000000.0,8012.0
Uruguay1998,Uruguay,1998,521,3014887,264.08,25400000000.0,8420.0
Uruguay1999,Uruguay,1999,450,3034833,243.62000000000003,24000000000.0,7903.0
Uruguay2000,Uruguay,2000,555,3050169,274.27000000000004,22800000000.0,7483.0
Uruguay2001,Uruguay,2001,499,3061024,236.12,20900000000.0,6827.0
Uruguay2002,Uruguay,2002,675,3065257,331.69,13600000000.0,4439.0
Uruguay2003,Uruguay,2003,535,3065772,259.25000000000006,12000000000.0,3929.0
Uruguay2004,Uruguay,2004,520,3066489,258.49,13700000000.0,4463.0
Uruguay2005,Uruguay,2005,498,3070178,241.31000000000003,17400000000.0,5655.0
Uruguay2006,Uruguay,2006,528,3077445,248.10999999999999,19600000000.0,6362.0
Uruguay2007,Uruguay,2007,576,3087957,266.31,23400000000.0,7581.0
Uruguay2008,Uruguay,2008,523,3100791,234.53,30400000000.0,9793.0
Uruguay2009,Uruguay,2009,511,3114306,237.75,31700000000.0,10166.0
Uruguay2010,Uruguay,2010,547,3127306,257.43,40300000000.0,12882.0
Uruguay2012,Uruguay,2012,599,3151939,264.34999999999997,51300000000.0,16264.0
Uruguay2013,Uruguay,2013,546,3164670,249.09,57500000000.0,18179.0
Uruguay2014,Uruguay,2014,591,3177645,248.63999999999993,57200000000.0,18012.0
Uruguay2015,Uruguay,2015,630,3190795,270.02000000000004,53300000000.0,16696.0
Uzbekistan1990,Uzbekistan,1990,1459,17165700,129.35999999999999,13400000000.0,778.0
Uzbekistan1991,Uzbekistan,1991,1393,17347800,124.17999999999999,13700000000.0,788.0
Uzbekistan1992,Uzbekistan,1992,1344,18257000,111.28999999999999,12900000000.0,709.0
Uzbekistan1993,Uzbekistan,1993,1355,18509300,111.76,13100000000.0,708.0
Uzbekistan1994,Uzbekistan,1994,1419,19144700,110.85,12900000000.0,674.0
Uzbekistan1995,Uzbekistan,1995,1485,19599000,111.3,13400000000.0,681.0
Uzbekistan1996,Uzbekistan,1996,1699,19854500,125.05999999999999,13900000000.0,703.0
Uzbekistan1997,Uzbekistan,1997,1554,20364300,110.58,14700000000.0,724.0
Uzbekistan1998,Uzbekistan,1998,1620,20861200,108.3,15000000000.0,719.0
Uzbekistan1999,Uzbekistan,1999,1795,21329916,113.32999999999998,17100000000.0,801.0
Uzbekistan2000,Uzbekistan,2000,1919,21789067,120.31,13800000000.0,632.0
Uzbekistan2001,Uzbekistan,2001,1914,22231527,115.92,11400000000.0,513.0
Uzbekistan2002,Uzbekistan,2002,1576,22632256,95.28,9690000000.0,428.0
Uzbekistan2003,Uzbekistan,2003,1416,22982883,82.05999999999999,10100000000.0,441.0
Uzbekistan2004,Uzbekistan,2004,1251,23300841,68.03999999999999,12000000000.0,516.0
Uzbekistan2005,Uzbekistan,2005,1221,23600347,67.80999999999999,14300000000.0,606.0
Uzbekistan2009,Uzbekistan,2009,1399,25288102,60.86,33700000000.0,1332.0
Uzbekistan2010,Uzbekistan,2010,1464,25651783,63.23000000000001,39300000000.0,1533.0
Uzbekistan2011,Uzbekistan,2011,1640,25978049,67.14,45900000000.0,1767.0
Uzbekistan2012,Uzbekistan,2012,1835,26381830,77.53000000000003,51800000000.0,1964.0
Uzbekistan2013,Uzbekistan,2013,1950,26838924,78.85999999999999,57700000000.0,2150.0
Uzbekistan2014,Uzbekistan,2014,2095,27313507,85.11999999999999,63100000000.0,2309.0
